mack,date,datetime,title,url,content,text,sent_pos,sent_neu,sent_neg,sent_score,has_news,sent_intensity,sent_score_rolling3,sent_shock,sent_score_lag1,sent_score_lag2,sentiment_label
ACB,2020-03-13,3/13/2020 16:32,ACB: Giải trình nguyên nhân lợi nhuận sau thuế tại BCTC năm 2019 thay đổi trên 10% so với năm 2018,https://cafef.vn/du-lieu/ACB-1717678/acb-giai-trinh-nguyen-nhan-loi-nhuan-sau-thue-tai-bctc-nam-2019-thay-doi-tren-10-so-voi-nam-2018.chn?utm_source=du-lieu.chn,,ACB: Giải trình nguyên nhân lợi nhuận sau thuế tại BCTC năm 2019 thay đổi trên 10% so với năm 2018,0.050693873,0.06773252,0.88157356,-0.8308797,1,-0.8308796882629395,-0.2952285235126813,-0.5356511647502582,-0.03392499,-0.020880893,-1
ACB,2020-03-14,3/14/2020 9:52,"Thị giá giảm sâu, hàng loạt doanh nghiệp tiến hành mua cổ phiếu quỹ",https://cafef.vn/thi-gia-giam-sau-hang-loat-doanh-nghiep-tien-hanh-mua-co-phieu-quy-20200314094319968.chn?utm_source=du-lieu.chn,,"Thị giá giảm sâu, hàng loạt doanh nghiệp tiến hành mua cổ phiếu quỹ",0.093230575,0.068586834,0.8381826,-0.7449521,1,-0.7449520826339722,-0.5365855867664019,-0.20836649586757028,-0.8308797,-0.03392499,-1
ACB,2020-03-21,3/21/2020 10:30,Thêm ngân hàng dời lịch họp ĐHĐCĐ vì dịch Covid-19,https://cafef.vn/them-ngan-hang-doi-lich-hop-dhdcd-vi-dich-covid19-20200321103017593.chn?utm_source=du-lieu.chn,,Thêm ngân hàng dời lịch họp ĐHĐCĐ vì dịch Covid-19,0.11195171,0.13905284,0.7489954,-0.6370437,1,-0.6370437145233154,-0.7376251618067423,0.10058144728342688,-0.7449521,-0.8308797,-1
ACB,2020-03-23,3/23/2020 14:21,ACB: Quyết định của HĐQT v/v gia hạn thời gian tổ chức họp ĐHĐCĐ thường niên năm 2020,https://cafef.vn/du-lieu/ACB-1718407/acb-quyet-dinh-cua-hdqt-vv-gia-han-thoi-gian-to-chuc-hop-dhdcd-thuong-nien-nam-2020.chn?utm_source=du-lieu.chn,,ACB: Quyết định của HĐQT v/v gia hạn thời gian tổ chức họp ĐHĐCĐ thường niên năm 2020,0.051870547,0.15670525,0.79142416,-0.73955363,1,-0.7395536303520203,-0.7071831425031027,-0.032370487848917606,-0.6370437,-0.7449521,-1
ACB,2020-03-23,3/23/2020 16:56,ACB: Công bố thông tin giao dịch bán cổ phiếu quỹ,https://cafef.vn/du-lieu/ACB-1722364/acb-cong-bo-thong-tin-giao-dich-ban-co-phieu-quy.chn?utm_source=du-lieu.chn,,ACB: Công bố thông tin giao dịch bán cổ phiếu quỹ,0.09255579,0.057737496,0.8497067,-0.7571509,1,-0.7571508884429932,-0.7112494111061096,-0.045901477336883545,-0.73955363,-0.6370437,-1
ACB,2020-03-30,3/30/2020 16:50,"ACB: Thay đổi thời gian, địa điểm tham dự ĐHĐCĐ thường niên năm 2020",https://cafef.vn/du-lieu/ACB-1264753/acb-thay-doi-thoi-gian-dia-diem-tham-du-dhdcd-thuong-nien-nam-2020.chn?utm_source=du-lieu.chn,,"ACB: Thay đổi thời gian, địa điểm tham dự ĐHĐCĐ thường niên năm 2020",0.6856946,0.035578217,0.27872714,0.40696743,1,0.406967431306839,-0.3632456958293915,0.7702131271362305,-0.7571509,-0.73955363,1
ACB,2020-04-03,4/3/2020 12:00,"ACB tung gói tín dụng 35.000 tỷ đồng, lãi suất cho vay giảm tới 2%/năm",https://cafef.vn/acb-tung-goi-tin-dung-35000-ty-dong-lai-suat-cho-vay-giam-toi-2nam-20200403115950358.chn?utm_source=du-lieu.chn,,"ACB tung gói tín dụng 35.000 tỷ đồng, lãi suất cho vay giảm tới 2%/năm",0.012417517,0.94117194,0.046410464,-0.033992946,1,-0.0339929461479187,-0.12805880109469095,0.09406585494677225,0.40696743,-0.7571509,0
ACB,2020-04-10,4/10/2020 8:58,ACB: Thông báo giao dịch của BCH Công đoàn Ngân hàng TMCP Á Châu,https://cafef.vn/du-lieu/ACB-1383820/acb-thong-bao-giao-dich-cua-bch-cong-doan-ngan-hang-tmcp-a-chau.chn?utm_source=du-lieu.chn,,ACB: Thông báo giao dịch của BCH Công đoàn Ngân hàng TMCP Á Châu,0.6336227,0.035569597,0.33080772,0.302815,1,0.3028149902820587,0.22526315848032633,0.07755183180173239,-0.033992946,0.40696743,1
ACB,2020-04-10,4/10/2020 8:58,ACB: Số lượng cổ phiếu có quyền biểu quyết đang lưu hành là 1.662.737.277 cp,https://cafef.vn/du-lieu/ACB-1447444/acb-so-luong-co-phieu-co-quyen-bieu-quyet-dang-luu-hanh-la-1662737277-cp.chn?utm_source=du-lieu.chn,,ACB: Số lượng cổ phiếu có quyền biểu quyết đang lưu hành là 1.662.737.277 cp,0.08890143,0.064664766,0.8464338,-0.75753236,1,-0.7575323581695557,-0.1629034380118052,-0.5946289201577505,0.302815,-0.033992946,-1
ACB,2020-04-10,4/10/2020 8:58,ACB: Đã bán 6.222.000 cp quỹ,https://cafef.vn/du-lieu/ACB-1454167/acb-da-ban-6222000-cp-quy.chn?utm_source=du-lieu.chn,,ACB: Đã bán 6.222.000 cp quỹ,0.116797745,0.1059163,0.77728593,-0.6604882,1,-0.6604881882667542,-0.37173518538475037,-0.2887530028820038,-0.75753236,0.302815,-1
ACB,2020-04-14,4/14/2020 8:51,SSI Research ước kết quả kinh doanh quý I của 26 doanh nghiệp,https://cafef.vn/ssi-research-uoc-ket-qua-kinh-doanh-quy-i-cua-26-doanh-nghiep-20200414085107724.chn?utm_source=du-lieu.chn,,SSI Research ước kết quả kinh doanh quý I của 26 doanh nghiệp,0.021751143,0.1914053,0.7868436,-0.76509243,1,-0.7650924324989319,-0.7277043263117472,-0.03738810618718469,-0.6604882,-0.75753236,-1
ACB,2020-04-22,4/22/2020 11:46,"Lợi nhuận ACB tăng 13% trong quý I nhờ ngoại hối, mua bán chứng khoán đầu tư",https://cafef.vn/loi-nhuan-acb-tang-13-trong-quy-i-nho-ngoai-hoi-mua-ban-chung-khoan-dau-tu-20200422114632643.chn?utm_source=du-lieu.chn,,"Lợi nhuận ACB tăng 13% trong quý I nhờ ngoại hối, mua bán chứng khoán đầu tư",0.014501255,0.5656097,0.41988912,-0.40538788,1,-0.40538787841796875,-0.6103228330612183,0.2049349546432495,-0.76509243,-0.6604882,0
ACB,2020-04-23,4/23/2020 8:23,ACB: Báo cáo tài chính quý 1/2020,https://cafef.vn/du-lieu/ACB-1643527/acb-bao-cao-tai-chinh-quy-12020.chn?utm_source=du-lieu.chn,,ACB: Báo cáo tài chính quý 1/2020,0.0155520635,0.6511621,0.33328584,-0.31773376,1,-0.3177337646484375,-0.49607135852177936,0.17833759387334186,-0.40538788,-0.76509243,0
ACB,2020-04-23,4/23/2020 8:23,ACB: Báo cáo tài chính quý 1/2020 (công ty mẹ),https://cafef.vn/du-lieu/ACB-1643662/acb-bao-cao-tai-chinh-quy-12020-cong-ty-me.chn?utm_source=du-lieu.chn,,ACB: Báo cáo tài chính quý 1/2020 (công ty mẹ),0.016754542,0.6971047,0.2861407,-0.26938617,1,-0.2693861722946167,-0.3308359384536743,0.06144976615905762,-0.31773376,-0.40538788,0
ACB,2020-05-04,5/4/2020 10:20,Câu lạc bộ lãi nghìn tỷ quý 1 đã gọi tên 15 doanh nghiệp,https://cafef.vn/cau-lac-bo-lai-nghin-ty-quy-1-da-goi-ten-15-doanh-nghiep-20200503115659904.chn?utm_source=du-lieu.chn,,Câu lạc bộ lãi nghìn tỷ quý 1 đã gọi tên 15 doanh nghiệp,0.0035262255,0.9690627,0.027411107,-0.023884881,1,-0.023884881287813187,-0.20366827274362245,0.17978339145580927,-0.26938617,-0.31773376,0
ACB,2020-05-07,5/7/2020 9:09,ACB: Báo cáo kết quả thưởng cổ phiếu cho nhân viên theo chương trình ESOP,https://cafef.vn/du-lieu/ACB-1601251/acb-bao-cao-ket-qua-thuong-co-phieu-cho-nhan-vien-theo-chuong-trinh-esop.chn?utm_source=du-lieu.chn,,ACB: Báo cáo kết quả thưởng cổ phiếu cho nhân viên theo chương trình ESOP,0.1138108,0.08619001,0.7999992,-0.6861884,1,-0.6861883997917175,-0.3264864844580491,-0.3597019153336684,-0.023884881,-0.26938617,-1
ACB,2020-05-11,5/11/2020 9:34,ACB: Báo cáo kết quả giao dịch của BCH Công đoàn Ngân hàng TMCP Á Châu,https://cafef.vn/du-lieu/ACB-1597687/acb-bao-cao-ket-qua-giao-dich-cua-bch-cong-doan-ngan-hang-tmcp-a-chau.chn?utm_source=du-lieu.chn,,ACB: Báo cáo kết quả giao dịch của BCH Công đoàn Ngân hàng TMCP Á Châu,0.22925824,0.068605036,0.70213675,-0.47287852,1,-0.47287851572036743,-0.39431726559996605,-0.07856125012040138,-0.6861884,-0.023884881,-1
ACB,2020-05-11,5/11/2020 14:58,SSI Research: ACB tính một phần chi phí nhân viên 9 tháng cuối năm vào quý I,https://cafef.vn/ssi-research-acb-tinh-mot-phan-chi-phi-nhan-vien-9-thang-cuoi-nam-vao-quy-i-20200511145622857.chn?utm_source=du-lieu.chn,,SSI Research: ACB tính một phần chi phí nhân viên 9 tháng cuối năm vào quý I,0.016679345,0.77211756,0.21120316,-0.19452381,1,-0.19452381134033203,-0.45119690895080566,0.25667309761047363,-0.47287852,-0.6861884,0
ACB,2020-05-13,5/13/2020 10:16,ACB: Báo cáo thường niên 2019,https://cafef.vn/du-lieu/ACB-1580494/acb-bao-cao-thuong-nien-2019.chn?utm_source=du-lieu.chn,,ACB: Báo cáo thường niên 2019,0.04650628,0.08304661,0.87044716,-0.8239409,1,-0.8239408731460571,-0.4971144000689189,-0.32682647307713825,-0.19452381,-0.47287852,-1
ACB,2020-05-14,5/14/2020 17:30,Tổng giám đốc ngân hàng ACB đăng ký mua 350.000 cổ phiếu,https://cafef.vn/tong-giam-doc-ngan-hang-acb-dang-ky-mua-350000-co-phieu-2020051416564015.chn?utm_source=du-lieu.chn,,Tổng giám đốc ngân hàng ACB đăng ký mua 350.000 cổ phiếu,0.059779566,0.1088782,0.8313422,-0.77156264,1,-0.7715626358985901,-0.5966757734616598,-0.1748868624369303,-0.8239409,-0.19452381,-1
ACB,2020-05-19,5/19/2020 9:43,ACB: Ông Đỗ Minh Toàn - Tổng Giám đốc đăng ký mua 350.000 CP,https://cafef.vn/du-lieu/ACB-1674850/acb-ong-do-minh-toan-tong-giam-doc-dang-ky-mua-350000-cp.chn?utm_source=du-lieu.chn,,ACB: Ông Đỗ Minh Toàn - Tổng Giám đốc đăng ký mua 350.000 CP,0.8921083,0.015806317,0.09208529,0.800023,1,0.8000230193138123,-0.26516016324361164,1.0651831825574238,-0.77156264,-0.8239409,1
ACB,2020-05-19,5/19/2020 9:51,ACB: Quyết định về thời gian họp Đại hội đồng cổ đông thường niên năm 2020,https://cafef.vn/du-lieu/ACB-1620640/acb-quyet-dinh-ve-thoi-gian-hop-dai-hoi-dong-co-dong-thuong-nien-nam-2020.chn?utm_source=du-lieu.chn,,ACB: Quyết định về thời gian họp Đại hội đồng cổ đông thường niên năm 2020,0.01568907,0.84785527,0.13645568,-0.12076662,1,-0.12076661735773087,-0.0307687446475029,-0.08999787271022797,0.800023,-0.77156264,0
ACB,2020-05-22,5/22/2020 10:01,Tổng giám đốc và Phó tổng ngân hàng ACB đăng ký mua hàng trăm nghìn cổ phiếu,https://cafef.vn/tong-giam-doc-va-pho-tong-ngan-hang-acb-dang-ky-mua-hang-tram-nghin-co-phieu-20200522100115968.chn?utm_source=du-lieu.chn,,Tổng giám đốc và Phó tổng ngân hàng ACB đăng ký mua hàng trăm nghìn cổ phiếu,0.037927914,0.18409517,0.77797693,-0.740049,1,-0.7400490045547485,-0.02026420086622238,-0.7197848036885262,-0.12076662,0.800023,-1
ACB,2020-05-22,5/22/2020 11:07,ACB: Ông Từ Tiến Phát - Phó Tổng Giám đốc đăng ký mua 300.000 CP,https://cafef.vn/du-lieu/ACB-1731658/acb-ong-tu-tien-phat-pho-tong-giam-doc-dang-ky-mua-300000-cp.chn?utm_source=du-lieu.chn,,ACB: Ông Từ Tiến Phát - Phó Tổng Giám đốc đăng ký mua 300.000 CP,0.5053919,0.045961905,0.44864622,0.05674568,1,0.056745678186416626,-0.2680233145753543,0.3247689927617709,-0.740049,-0.12076662,1
ACB,2020-05-26,5/26/2020 10:15,ACB: Ông Đỗ Minh Toàn - Tổng Giám đốc đã mua 350.000 CP,https://cafef.vn/du-lieu/ACB-1729117/acb-ong-do-minh-toan-tong-giam-doc-da-mua-350000-cp.chn?utm_source=du-lieu.chn,,ACB: Ông Đỗ Minh Toàn - Tổng Giám đốc đã mua 350.000 CP,0.03753896,0.28018168,0.6822794,-0.64474046,1,-0.6447404623031616,-0.44268126289049786,-0.20205919941266376,0.05674568,-0.740049,-1
ACB,2020-06-01,6/1/2020 10:32,"ACB muốn niêm yết HoSE, chia cổ tức bằng cổ phiếu tỷ lệ 30%",https://cafef.vn/acb-muon-niem-yet-hose-chia-co-tuc-bang-co-phieu-ty-le-30-20200601103239543.chn?utm_source=du-lieu.chn,,"ACB muốn niêm yết HoSE, chia cổ tức bằng cổ phiếu tỷ lệ 30%",0.9488461,0.007724712,0.043429203,0.9054169,1,0.9054169058799744,0.10580737392107646,0.799609531958898,-0.64474046,0.05674568,1
ACB,2020-06-05,6/5/2020 10:03,ACB: Thông báo v/v tổ chức họp Đại hội đồng cổ đông,https://cafef.vn/du-lieu/ACB-1390708/acb-thong-bao-vv-to-chuc-hop-dai-hoi-dong-co-dong.chn?utm_source=du-lieu.chn,,ACB: Thông báo v/v tổ chức họp Đại hội đồng cổ đông,0.030822987,0.10988936,0.8592876,-0.8284646,1,-0.8284646272659302,-0.18926272789637247,-0.6392018993695577,0.9054169,-0.64474046,-1
ACB,2020-06-16,6/16/2020 15:51,ACB nỗ lực thu hồi khoản nợ hơn 800 tỷ đồng liên quan đến bầu Kiên,https://cafef.vn/acb-no-luc-thu-hoi-khoan-no-hon-800-ty-dong-lien-quan-den-bau-kien-20200616155150296.chn?utm_source=du-lieu.chn,,ACB nỗ lực thu hồi khoản nợ hơn 800 tỷ đồng liên quan đến bầu Kiên,0.13550937,0.06845589,0.79603475,-0.6605254,1,-0.660525381565094,-0.19452436765034994,-0.466001013914744,-0.8284646,0.9054169,-1
ACB,2020-06-18,6/18/2020 12:15,SSI Research: ACB có 3 nguồn thu không thường xuyên,https://cafef.vn/ssi-research-acb-co-3-nguon-thu-khong-thuong-xuyen-20200618102509578.chn?utm_source=du-lieu.chn,,SSI Research: ACB có 3 nguồn thu không thường xuyên,0.06282468,0.12716961,0.8100057,-0.74718106,1,-0.7471810579299927,-0.7453903555870056,-0.0017907023429870605,-0.6605254,-0.8284646,-1
ACB,2020-06-19,6/19/2020 11:18,ACB: Nghị quyết Đại hội đồng cổ đông thường niên năm 2020,https://cafef.vn/du-lieu/ACB-1422916/acb-nghi-quyet-dai-hoi-dong-co-dong-thuong-nien-nam-2020.chn?utm_source=du-lieu.chn,,ACB: Nghị quyết Đại hội đồng cổ đông thường niên năm 2020,0.00724561,0.9701104,0.022643961,-0.0153983515,1,-0.015398351475596428,-0.4743682636568944,0.45896991218129796,-0.74718106,-0.6605254,0
ACB,2020-06-28,6/28/2020 13:20,Phó TGĐ ngân hàng ACB mua xong 300.000 cổ phiếu,https://cafef.vn/pho-tgd-ngan-hang-acb-mua-xong-300000-co-phieu-20200628125021326.chn?utm_source=du-lieu.chn,,Phó TGĐ ngân hàng ACB mua xong 300.000 cổ phiếu,0.02699143,0.12843779,0.84457076,-0.8175793,1,-0.8175793290138245,-0.5267195794731379,-0.2908597495406866,-0.0153983515,-0.74718106,-1
ACB,2020-06-29,6/29/2020 11:59,ACB: Ông Từ Tiến Phát - Phó Tổng Giám đốc đã mua 300.000 CP,https://cafef.vn/du-lieu/ACB-1436677/acb-ong-tu-tien-phat-pho-tong-giam-doc-da-mua-300000-cp.chn?utm_source=du-lieu.chn,,ACB: Ông Từ Tiến Phát - Phó Tổng Giám đốc đã mua 300.000 CP,0.03111921,0.2947322,0.67414856,-0.64302933,1,-0.6430293321609497,-0.4920023375501235,-0.1510269946108262,-0.8175793,-0.0153983515,-1
ACB,2020-07-08,7/8/2020 10:16,SSI Research: Lợi nhuận ước tính của 39 doanh nghiệp trong quý II,https://cafef.vn/ssi-research-loi-nhuan-uoc-tinh-cua-39-doanh-nghiep-trong-quy-ii-20200708101644841.chn?utm_source=du-lieu.chn,,SSI Research: Lợi nhuận ước tính của 39 doanh nghiệp trong quý II,0.010001703,0.84104955,0.14894876,-0.13894705,1,-0.13894705474376678,-0.5331852386395136,0.39423818389574683,-0.64302933,-0.8175793,0
ACB,2020-07-08,7/8/2020 14:32,ACB: Ký hợp đồng kiểm toán với Công ty TNHH PwC (Việt Nam) cho năm tài chính 2020,https://cafef.vn/du-lieu/ACB-1510966/acb-ky-hop-dong-kiem-toan-voi-cong-ty-tnhh-pwc-viet-nam-cho-nam-tai-chinh-2020.chn?utm_source=du-lieu.chn,,ACB: Ký hợp đồng kiểm toán với Công ty TNHH PwC (Việt Nam) cho năm tài chính 2020,0.021251006,0.5359514,0.4427976,-0.4215466,1,-0.42154660820961,-0.4011743317047755,-0.020372276504834474,-0.13894705,-0.64302933,0
ACB,2020-07-10,7/10/2020 17:12,ACB: Thay đổi giấy đăng ký kinh doanh,https://cafef.vn/du-lieu/ACB-1494712/acb-thay-doi-giay-dang-ky-kinh-doanh.chn?utm_source=du-lieu.chn,,ACB: Thay đổi giấy đăng ký kinh doanh,0.98314774,0.003765799,0.013086452,0.9700613,1,0.9700613021850586,0.1365225464105606,0.833538755774498,-0.4215466,-0.13894705,1
ACB,2020-07-23,7/23/2020 18:32,"ACB tăng mạnh chi cho nhân viên trong 6 tháng đầu năm, lãi đột biến từ chứng khoán đầu tư",https://cafef.vn/acb-tang-manh-chi-cho-nhan-vien-trong-6-thang-dau-nam-lai-dot-bien-tu-chung-khoan-dau-tu-20200723183204065.chn?utm_source=du-lieu.chn,,"ACB tăng mạnh chi cho nhân viên trong 6 tháng đầu năm, lãi đột biến từ chứng khoán đầu tư",0.040722538,0.20289405,0.7563834,-0.71566087,1,-0.7156608700752258,-0.05571539203325907,-0.6599454780419668,0.9700613,-0.4215466,-1
ACB,2020-07-27,7/27/2020 9:16,ACB: Báo cáo tài chính quý 2/2020 (công ty mẹ),https://cafef.vn/du-lieu/ACB-1317262/acb-bao-cao-tai-chinh-quy-22020-cong-ty-me.chn?utm_source=du-lieu.chn,,ACB: Báo cáo tài chính quý 2/2020 (công ty mẹ),0.0024506568,0.9804339,0.017115392,-0.014664735,1,-0.014664734713733196,0.07991189913203318,-0.09457663384576638,-0.71566087,0.9700613,0
ACB,2020-07-27,7/27/2020 9:16,ACB: Báo cáo tài chính quý 2/2020,https://cafef.vn/du-lieu/ACB-1319128/acb-bao-cao-tai-chinh-quy-22020.chn?utm_source=du-lieu.chn,,ACB: Báo cáo tài chính quý 2/2020,0.0029196134,0.9745833,0.022497106,-0.019577492,1,-0.019577492028474808,-0.2499676989391446,0.2303902069106698,-0.014664735,-0.71566087,0
ACB,2020-07-27,7/27/2020 9:16,ACB: Quyết định HĐQT triển khai phương án phát hành cp trả cổ tức năm 2019,https://cafef.vn/du-lieu/ACB-1701700/acb-quyet-dinh-hdqt-trien-khai-phuong-an-phat-hanh-cp-tra-co-tuc-nam-2019.chn?utm_source=du-lieu.chn,,ACB: Quyết định HĐQT triển khai phương án phát hành cp trả cổ tức năm 2019,0.9522191,0.0072638863,0.04051699,0.91170216,1,0.9117021560668945,0.29248664310822886,0.6192155129586656,-0.019577492,-0.014664735,1
ACB,2020-07-30,7/30/2020 8:52,Câu lạc bộ lãi nghìn tỷ năm 2020 đã ghi danh 21 doanh nghiệp,https://cafef.vn/cau-lac-bo-lai-nghin-ty-nam-2020-da-ghi-danh-21-doanh-nghiep-20200727114212346.chn?utm_source=du-lieu.chn,,Câu lạc bộ lãi nghìn tỷ năm 2020 đã ghi danh 21 doanh nghiệp,0.0025816935,0.9800261,0.017392239,-0.014810545,1,-0.01481054536998272,0.29243803955614567,-0.3072485849261284,0.91170216,-0.019577492,0
ACB,2020-08-05,8/5/2020 6:29,ACB: Báo cáo quản trị công ty bán niên 2020,https://cafef.vn/du-lieu/ACB-1674697/acb-bao-cao-quan-tri-cong-ty-ban-nien-2020.chn?utm_source=du-lieu.chn,,ACB: Báo cáo quản trị công ty bán niên 2020,0.04978932,0.06968455,0.8805261,-0.8307368,1,-0.8307368159294128,0.02205159825583299,-0.8527884141852459,-0.014810545,0.91170216,-1
ACB,2020-08-05,8/5/2020 13:14,"Thêm nhiều doanh nghiệp ghi danh, CLB lãi nghìn tỷ năm 2020 đã có 24 thành viên",https://cafef.vn/them-nhieu-doanh-nghiep-ghi-danh-clb-lai-nghin-ty-nam-2020-da-co-24-thanh-vien-20200805100555138.chn?utm_source=du-lieu.chn,,"Thêm nhiều doanh nghiệp ghi danh, CLB lãi nghìn tỷ năm 2020 đã có 24 thành viên",0.0022378839,0.9851922,0.012569869,-0.010331985,1,-0.010331984609365463,-0.28529311530292034,0.2749611306935549,-0.8307368,-0.014810545,0
ACB,2020-08-11,8/11/2020 11:42,"ACB triển khai chuyển sàn sang HoSE, trả cổ tức bằng cổ phiếu tỷ lệ 30%",https://cafef.vn/acb-trien-khai-chuyen-san-sang-hose-tra-co-tuc-bang-co-phieu-ty-le-30-20200811114203091.chn?utm_source=du-lieu.chn,,"ACB triển khai chuyển sàn sang HoSE, trả cổ tức bằng cổ phiếu tỷ lệ 30%",0.97129637,0.0057761236,0.022927469,0.9483689,1,0.9483689069747925,0.03576670214533806,0.9126022048294544,-0.010331985,-0.8307368,1
ACB,2020-08-12,8/12/2020 21:16,ACB: Công bố thông tin phát hành cổ phiếu để trả cổ tức năm 2019,https://cafef.vn/du-lieu/ACB-1739080/acb-cong-bo-thong-tin-phat-hanh-co-phieu-de-tra-co-tuc-nam-2019.chn?utm_source=du-lieu.chn,,ACB: Công bố thông tin phát hành cổ phiếu để trả cổ tức năm 2019,0.22714108,0.05456707,0.71829176,-0.49115068,1,-0.4911506772041321,0.14896208172043165,-0.6401127589245638,0.9483689,-0.010331985,-1
